#{"t_start": 1696590095.593497, "env_id": "None"}
r,l,t
1192.525754,240,156287.506389
1089.787191,240,156307.740689
1096.015333,240,156328.024879
1087.364329,240,156348.219815
989.36471,240,156368.457681
1190.499678,240,156388.673313
1088.984245,240,156408.890156
891.621501,240,156429.156257
783.667208,240,156449.557147
786.963892,240,156469.863208
983.274069,240,156490.195452
1194.566741,240,156510.693048
1293.705726,240,156530.961702
886.548235,240,156551.227742
990.958696,240,156571.718508
988.605235,240,156592.003019
889.453157,240,156612.242896
1089.550787,240,156632.464176
1195.219067,240,156652.653164
990.424238,240,156672.896976
1088.214067,240,156693.143299
1188.3828,240,156713.400626
1088.165111,240,156733.681574
1088.969217,240,156753.988773
884.979002,240,156774.210236
887.90464,240,156794.507962
684.813827,240,156814.791197
1295.152851,240,156834.998116
681.349524,240,156855.27559
988.804421,240,156875.553986
889.360085,240,156895.851097
1396.507358,240,156916.043818
788.010585,240,156936.414252
783.652246,240,156956.680753
1088.155311,240,156977.273968
884.71191,240,156997.575247
781.10423,240,157017.860749
1088.035086,240,157038.093878
787.743206,240,157058.417122
987.047037,240,157078.665986
1193.259232,240,157098.970658
1090.869545,240,157119.374821
889.240389,240,157139.644736
983.549355,240,157159.89664
1091.450337,240,157180.222665
888.318606,240,157200.437782
891.224001,240,157220.671449
886.406651,240,157240.87577
1192.442988,240,157261.139233
992.642083,240,157281.362005
1186.740344,240,157301.596033
887.874526,240,157321.894232
986.673354,240,157342.176399
885.035929,240,157362.412328
993.912491,240,157382.673671
1087.941645,240,157403.151574
784.801176,240,157423.423594
891.7285,240,157443.666401
891.092867,240,157463.922797
984.777283,240,157484.19762
782.227956,240,157504.540236
785.715111,240,157524.802568
787.523958,240,157545.065938
890.615336,240,157565.334704
1192.023401,240,157585.610814
1193.393377,240,157605.898695
887.215811,240,157626.161042
1090.125812,240,157646.510864
788.448422,240,157666.828106
1193.721645,240,157687.134507
990.743445,240,157707.425189
680.385247,240,157727.680095
888.789415,240,157747.931191
884.300473,240,157768.19676
1090.874962,240,157788.475911
887.332131,240,157808.744486
886.030563,240,157829.022981
889.915101,240,157849.251289
888.698502,240,157869.675741
781.907963,240,157889.94762
1088.234314,240,157910.186797
985.281825,240,157930.391297
887.6763,240,157950.706272
682.97436,240,157970.949838
990.679373,240,157991.253617
1089.9765,240,158011.636309
1086.39854,240,158031.90224
887.636372,240,158052.169006
1089.878136,240,158072.454652
1191.643459,240,158092.707017
883.356164,240,158112.987769
688.058206,240,158133.273396
989.915511,240,158153.613456
889.344521,240,158173.81656
887.337703,240,158194.105942
686.754015,240,158214.366426
887.340149,240,158234.661651
787.913476,240,158254.93962
990.88083,240,158275.175024
785.197572,240,158295.438201
888.987111,240,158315.910702
788.596023,240,158336.161965
682.349729,240,158356.385883
890.110578,240,158376.640889
1187.99587,240,158396.946917
890.174401,240,158417.232985
886.049884,240,158437.487815
1194.874272,240,158457.729697
1090.652139,240,158477.991916
1089.238877,240,158498.22188
1295.066302,240,158518.481998
1088.111446,240,158538.749339
783.504996,240,158559.14754
1192.03884,240,158579.452661
1192.55191,240,158599.783067
1089.926465,240,158620.181274
993.485628,240,158640.484972
993.357568,240,158660.77173
1194.841109,240,158681.024567
1088.317762,240,158701.296834
1395.033246,240,158721.533928
889.821789,240,158741.765625
1092.580532,240,158762.009887
988.13586,240,158782.52952
985.935659,240,158802.789364
1088.450893,240,158823.083111
1289.35505,240,158843.346909
681.779108,240,158863.818864
889.786727,240,158884.095568
683.023987,240,158904.444226
888.472044,240,158924.784719
1095.546275,240,158945.056868
992.539897,240,158965.345744
988.50753,240,158985.581834
887.662258,240,159005.802613
992.342077,240,159026.06201
986.02199,240,159046.332322
889.435176,240,159066.650258
1089.15063,240,159086.943847
887.334389,240,159107.191545
888.151696,240,159127.507833
785.212498,240,159147.799271
785.356208,240,159168.065957
782.598256,240,159188.341966
891.56952,240,159208.812704
991.796528,240,159229.069131
989.835966,240,159249.345503
1094.691908,240,159269.618854
1090.887249,240,159289.861848
1297.572703,240,159310.107714
1089.758936,240,159330.325887
787.965384,240,159350.627426
989.956834,240,159370.985312
883.260793,240,159391.192272
988.760236,240,159411.448535
882.548633,240,159431.696479
883.531013,240,159452.07111
890.117544,240,159472.381953
888.596657,240,159492.649678
786.037735,240,159512.946944
988.487049,240,159533.240758
888.320502,240,159553.457726
889.434702,240,159573.710069
889.898151,240,159593.954
991.865685,240,159614.184472
1091.77121,240,159634.438164
783.617129,240,159654.680355
988.962943,240,159675.314389
1091.23048,240,159695.61831
988.076317,240,159715.854099
885.545574,240,159736.096733
988.849195,240,159756.4209
1194.992574,240,159776.692242
1396.311471,240,159797.00657
789.647187,240,159817.346009
788.139484,240,159837.595906
1095.513119,240,159857.86168
996.058584,240,159878.213934
985.117912,240,159898.454086
1292.685505,240,159918.865503
888.94157,240,159939.171726
1190.735108,240,159959.394337
988.479909,240,159979.736501
887.885384,240,160000.000939
986.538411,240,160020.275768
682.904121,240,160040.54461
991.281684,240,160060.853828
1091.726467,240,160081.102528
787.763107,240,160101.388874
1092.93027,240,160122.335477
1094.510039,240,160142.560329
784.301156,240,160162.826054
787.014823,240,160183.067974
783.875249,240,160203.318258
785.658718,240,160223.561036
990.418017,240,160243.819017
987.375205,240,160264.003978
989.348861,240,160284.268661
991.348373,240,160304.502033
888.145587,240,160324.806809
1089.234298,240,160345.058438
1092.161072,240,160365.380536
1191.863729,240,160385.68164
786.480013,240,160405.99904
1293.278294,240,160426.289629
891.187613,240,160446.547273
988.231472,240,160466.857801
783.880107,240,160487.098683
881.599045,240,160507.383548
992.48404,240,160527.649269
890.087964,240,160547.886325
986.376841,240,160568.363891
989.2593,240,160588.656955
784.721589,240,160608.889327
881.166769,240,160629.187273
886.211179,240,160649.440605
1093.936883,240,160669.685115
1090.103146,240,160689.942394
1090.17119,240,160710.352934
781.490005,240,160730.652134
785.94052,240,160750.961031
783.374943,240,160771.194898
783.898022,240,160791.437068
890.994359,240,160811.648117
1292.562733,240,160831.921775
1186.17433,240,160852.155702
887.969164,240,160872.413742
1190.371697,240,160892.686909
988.612729,240,160913.030429
887.62127,240,160933.34488
780.500683,240,160953.620744
887.180496,240,160973.86045
1187.683158,240,160994.111521
1194.342193,240,161014.582377
991.431221,240,161034.908177
987.725063,240,161055.160575
684.617739,240,161075.467361
1187.311901,240,161095.714254
783.379631,240,161115.917579
681.852104,240,161136.237305
1291.034778,240,161156.462581
985.770041,240,161176.748979
989.591912,240,161197.01196
1191.639871,240,161217.296136
679.164573,240,161237.534608
1090.456611,240,161257.866532
889.532599,240,161278.178524
889.02056,240,161298.435723
883.606701,240,161318.843437
888.159691,240,161339.101655
886.937162,240,161359.344271
1091.741911,240,161379.626967
890.883234,240,161399.906144
-218.695353,231,161419.403337
989.72229,240,161439.65683
989.482945,240,161459.888582
987.072613,240,161480.375735
886.049247,240,161500.677092
987.101302,240,161520.955858
888.436228,240,161541.208328
1087.462913,240,161561.559895
987.95427,240,161581.850218
792.202232,240,161602.069397
891.22698,240,161622.424184
793.06546,240,161642.672167
1092.761628,240,161662.872881
989.108852,240,161683.107243
1088.003738,240,161703.37964
892.657832,240,161723.668092
990.093127,240,161743.941186
889.783749,240,161764.149703
786.168627,240,161784.423433
786.705776,240,161804.705871
1093.058892,240,161824.896133
1091.522327,240,161845.169784
786.78234,240,161865.493344
786.799646,240,161885.750045
991.027599,240,161906.014956
986.995704,240,161926.663093
987.310902,240,161946.887793
887.096209,240,161967.162899
884.088412,240,161987.636011
785.834888,240,162007.951752
1087.724514,240,162028.154466
681.574504,240,162048.368662
783.214688,240,162068.658395
1092.006443,240,162088.918623
888.750127,240,162109.150182
992.883024,240,162129.356213
991.814662,240,162149.665252
887.635991,240,162169.893701
990.024751,240,162190.128317
1292.256316,240,162210.435225
1092.21321,240,162230.729044
786.61715,240,162251.039883
889.455605,240,162271.297797
684.444058,240,162291.555563
784.877629,240,162311.703858
889.060039,240,162331.900102
1094.928185,240,162352.134742
991.484466,240,162372.612468
888.507012,240,162392.843738
990.279448,240,162413.07017
786.797456,240,162433.309177
788.306695,240,162453.933947
887.320018,240,162476.398388
787.194909,240,162497.185126
984.515931,240,162517.439827
985.179475,240,162537.676567
993.332274,240,162557.956763
887.368983,240,162578.258201
887.97332,240,162598.587747
1294.290452,240,162618.917628
889.315016,240,162639.174464
988.641524,240,162659.382366
1188.850212,240,162679.627242
884.487966,240,162699.964932
888.920087,240,162720.189412
1095.399402,240,162740.410136
681.562951,240,162760.673356
1089.761546,240,162780.959414
989.706256,240,162801.242156
885.075413,240,162821.6685
576.605545,240,162842.182278
885.670493,240,162862.390353
890.572971,240,162882.677032
1184.870618,240,162902.955718
888.691285,240,162923.184644
881.956812,240,162943.432389
991.224559,240,162963.687661
984.837289,240,162983.948573
882.219703,240,163004.222476
683.805083,240,163024.486272
782.432005,240,163044.77023
984.141164,240,163065.069962
886.824785,240,163086.12375
1186.961932,240,163106.560774
1197.146598,240,163126.914684
986.14519,240,163147.168866
787.915289,240,163167.423879
989.374353,240,163187.694961
784.081897,240,163207.951754
990.490128,240,163228.193638
887.235141,240,163248.453475
883.527313,240,163269.168289
990.369248,240,163289.480137
1192.37633,240,163309.719475
886.059016,240,163330.020785
985.993184,240,163350.323568
888.369786,240,163370.557446
1086.289343,240,163390.808111
781.862967,240,163411.094116
987.062598,240,163431.349871
990.332502,240,163451.61025
989.254764,240,163471.882016
1388.579851,240,163492.124765
1090.227173,240,163512.413536
681.100066,240,163532.694414
1086.30677,240,163552.958031
888.54867,240,163573.20417
1289.957295,240,163593.560839
988.569511,240,163613.807819
888.457329,240,163634.045877
885.495717,240,163654.343874
988.988283,240,163674.650635
1092.799771,240,163694.923917
1391.826174,240,163715.548441
1088.663711,240,163736.078174
986.7894,240,163756.312998
786.858812,240,163776.586998
890.654839,240,163796.820668
682.732165,240,163817.185898
1092.030326,240,163837.593815
1092.24589,240,163857.8522
786.130868,240,163878.094724
995.656137,240,163898.355544
786.351983,240,163918.612007
1088.920295,240,163938.83642
989.44592,240,163959.045932
1086.972311,240,163979.312041
786.906421,240,163999.589806
887.008919,240,164019.883097
1391.005777,240,164040.142065
988.601995,240,164060.353655
1090.733458,240,164080.629945
993.127318,240,164100.86099
988.436977,240,164121.150623
681.570432,240,164141.717645
683.148846,240,164162.008481
886.254295,240,164182.50365
887.956447,240,164202.822448
988.268062,240,164223.094548
893.2278,240,164243.392501
888.344788,240,164263.683662
1084.168721,240,164283.934323
994.595359,240,164304.21909
990.488531,240,164324.533183
783.362222,240,164344.826431
682.394251,240,164365.094158
988.582395,240,164385.308824
992.499036,240,164405.602318
1188.226491,240,164425.884116
988.324707,240,164446.188405
784.502917,240,164466.4814
986.504689,240,164486.83137
679.374108,240,164507.062482
684.055601,240,164527.345156
884.323487,240,164547.654561
784.880381,240,164567.90877
984.915739,240,164588.147586
992.896307,240,164608.375717
1192.542092,240,164628.832077
679.632486,240,164649.023974
1092.500463,240,164669.296607
680.506133,240,164689.567555
992.909033,240,164709.813083
887.826083,240,164730.136799
885.710999,240,164750.408705
988.709085,240,164770.690806
1092.65857,240,164790.962446
1191.629365,240,164811.237853
785.272825,240,164831.520786
886.832438,240,164851.777822
987.996179,240,164872.074302
1089.250172,240,164892.403439
990.561837,240,164912.728931
889.031972,240,164932.956731
986.182169,240,164953.234779
682.971772,240,164973.530427
886.392771,240,164993.758587
984.765289,240,165013.986617
889.057882,240,165034.363875
786.079864,240,165054.591176
885.041793,240,165075.085324
1193.263989,240,165095.415329
883.518696,240,165115.6167
785.864605,240,165135.939438
989.764687,240,165156.245394
580.294218,240,165176.80883
1088.400118,240,165197.136592
1086.426371,240,165217.559617
890.280386,240,165237.889163
1091.789519,240,165258.187703
887.86638,240,165278.500855
1092.287343,240,165298.771542
786.88598,240,165318.983543
683.42988,240,165339.221919
888.901377,240,165359.460713
1092.196039,240,165379.706612
1087.318024,240,165399.943763
988.288277,240,165420.220486
992.155401,240,165440.486147
990.00217,240,165460.846858
1093.617085,240,165481.08816
1194.353668,240,165501.38112
1190.93213,240,165521.62537
681.656789,240,165542.095306
1295.504172,240,165562.316704
1192.049925,240,165582.662076
1093.702046,240,165603.000794
987.877447,240,165623.279658
886.203821,240,165643.552279
988.716234,240,165663.793709
780.276619,240,165684.049657
987.532947,240,165704.288913
889.992061,240,165724.57829
1095.359733,240,165744.848079
883.563186,240,165765.116871
1088.63496,240,165785.453227
1089.317329,240,165805.743316
1093.491433,240,165826.057764
1091.042996,240,165846.250729
989.41384,240,165866.515024
1089.601095,240,165886.718767
989.571677,240,165906.973536
1290.022271,240,165927.224788
886.954314,240,165947.477254
990.25535,240,165967.871184
886.865445,240,165988.174791
989.805838,240,166008.38118
784.572199,240,166028.585594
987.003698,240,166048.892275
885.6618,240,166069.151554
988.130979,240,166089.455133
1394.413739,240,166109.839742
991.459185,240,166130.099614
782.59868,240,166150.342808
788.550972,240,166170.586823
888.667733,240,166190.866235
783.969278,240,166211.112007
681.526372,240,166231.457314
1189.149902,240,166251.77185
1090.020585,240,166272.08958
990.368334,240,166292.397292
988.431703,240,166312.641057
1093.249936,240,166332.885487
683.644706,240,166353.224558
883.780926,240,166373.495103
1086.028535,240,166393.790789
989.174921,240,166414.186585
987.213533,240,166434.593618
1093.894097,240,166454.994252
883.425545,240,166475.270557
1393.204633,240,166495.463745
991.344058,240,166515.714922
683.049172,240,166535.954989
1190.467149,240,166556.120719
1094.419009,240,166576.345948
1494.095774,240,166596.605996
986.816691,240,166616.794218
1091.982555,240,166637.00369
884.142425,240,166657.390743
987.921709,240,166677.665228
884.028226,240,166697.94554
781.859477,240,166718.26949
989.774305,240,166738.62034
991.823619,240,166758.890327
1187.957165,240,166779.109552
884.570198,240,166799.333966
1184.924954,240,166819.56099
783.636405,240,166839.85458
1190.801578,240,166860.106149
889.241401,240,166880.741107
987.590754,240,166900.998114
1187.239519,240,166921.230082
1193.725408,240,166941.511991
987.375189,240,166961.845028
1088.757145,240,166982.077051
888.662083,240,167002.376769
991.509138,240,167022.679137
1094.714424,240,167042.978928
1089.948497,240,167063.239196
884.671678,240,167083.776429
888.898844,240,167104.091337
993.493043,240,167124.359654
988.834169,240,167144.584524
1087.293539,240,167164.853941
887.040419,240,167185.107197
1093.043627,240,167205.338241
988.94536,240,167225.558801
1195.093757,240,167245.871448
888.39881,240,167266.181109
986.80546,240,167286.395015
783.125797,240,167306.645529
884.731727,240,167327.267084
984.644184,240,167347.733571
885.135522,240,167367.978562
1192.071493,240,167388.332545
1290.40299,240,167408.695445
1094.793391,240,167429.013794
1293.668801,240,167449.18849
891.033976,240,167469.436294
883.97715,240,167490.008527
1088.875858,240,167510.529742
783.904029,240,167530.757609
890.111254,240,167551.124657
884.870551,240,167571.427107
782.405516,240,167591.68307
1091.685102,240,167611.996226
1192.683507,240,167632.30457
787.597522,240,167652.656299
786.691937,240,167672.87892
988.993064,240,167693.113287
987.922662,240,167713.326899
991.2455,240,167733.615779
1192.801243,240,167753.843964
784.282427,240,167774.311232
1192.758707,240,167794.633973
891.242566,240,167814.927294
890.550556,240,167835.200912
989.016,240,167855.447351
784.532633,240,167875.657172
889.286588,240,167895.91308
888.934867,240,167916.364226
786.312232,240,167936.653927
886.724258,240,167956.93594
1089.298295,240,167977.20627
887.618846,240,167997.653688
1089.647885,240,168017.927037
983.618765,240,168038.187873
684.742582,240,168058.443135
1085.064947,240,168078.768373
1191.860671,240,168099.058523
889.755717,240,168119.360965
681.820642,240,168139.639627
1294.408747,240,168159.952294
1091.765808,240,168180.232464
1092.489739,240,168200.525553
1191.048581,240,168220.77659
987.661602,240,168241.084347
877.444351,240,168261.471375
1189.406706,240,168281.733321
888.740649,240,168302.042701
991.360003,240,168322.284901
988.219777,240,168342.546695
890.04422,240,168362.800442
887.917429,240,168383.098725
1092.588186,240,168403.362564
888.447011,240,168423.587601
988.792323,240,168443.775658
983.184664,240,168464.129631
783.873435,240,168484.459319
988.453178,240,168504.731651
889.961579,240,168525.03682
685.076838,240,168545.348803
882.545286,240,168565.602005
883.708008,240,168585.870891
1090.275793,240,168606.110707
1085.171283,240,168626.39501
889.403417,240,168646.655304
889.685537,240,168667.059455
781.116,240,168687.407207
1292.925935,240,168707.646156
1188.530032,240,168727.975342
783.509987,240,168748.278225
778.38591,240,168768.572504
989.47509,240,168788.870191
1091.673738,240,168809.299819
1291.985691,240,168829.588756
787.946429,240,168849.832385
991.303704,240,168870.115751
986.761592,240,168890.355503
988.114843,240,168910.619853
1189.004679,240,168930.896499
889.324559,240,168951.196003
1086.42505,240,168971.579772
783.359712,240,168993.069469
986.439262,240,169013.953943
883.383183,240,169034.241976
987.971833,240,169054.601657
1090.204143,240,169074.878338
785.714738,240,169095.191575
1186.724173,240,169115.507936
989.356754,240,169135.768045
784.09945,240,169156.26983
992.609571,240,169176.566934
991.552084,240,169196.825652
886.29552,240,169217.089635
987.791127,240,169237.374423
1089.788997,240,169257.631561
682.496836,240,169277.882441
986.972272,240,169298.20731
986.401819,240,169318.472595
683.814992,240,169338.693893
788.197481,240,169359.034235
1392.701737,240,169379.230084
782.496659,240,169399.499495
1089.89697,240,169419.817719
782.867039,240,169440.108838
1398.996612,240,169460.363894
680.665597,240,169480.644769
987.379035,240,169500.844522
982.16373,240,169521.10233
1188.119217,240,169541.341399
680.326677,240,169561.574507
991.370283,240,169582.221396
887.076186,240,169602.468227
990.212562,240,169622.669693
1087.422871,240,169642.89362
1089.610545,240,169663.212349
884.598521,240,169683.513477
988.752059,240,169703.765999
781.811815,240,169724.088738
987.666132,240,169744.375554
1084.369722,240,169764.689043
992.812373,240,169784.846661
886.166147,240,169805.078524
888.278128,240,169825.333515
679.854265,240,169846.008823
785.170978,240,169866.238666
1088.926398,240,169886.541312
785.054412,240,169906.848973
1090.256203,240,169927.098547
1393.200053,240,169947.385378
887.281426,240,169967.692584
890.929394,240,169987.939282
885.154227,240,170008.179141
1090.610109,240,170028.425634
1188.759086,240,170048.752963
884.033329,240,170069.16564
985.435273,240,170089.426403
1395.180114,240,170109.669338
987.772801,240,170129.906585
987.309975,240,170150.127304
888.184096,240,170170.426195
989.844118,240,170190.683451
887.0028,240,170210.916283
786.943188,240,170231.171303
784.696962,240,170251.534833
889.599266,240,170271.774268
887.034325,240,170292.040259
680.254956,240,170312.426056
988.14325,240,170332.732261
777.900377,240,170353.043367
787.429168,240,170373.366733
1597.318122,240,170393.669791
1090.712488,240,170413.966005
1287.99101,240,170434.282482
885.045377,240,170454.603659
887.130386,240,170475.234794
886.051859,240,170495.622361
885.853742,240,170515.847212
989.725169,240,170536.14832
783.996209,240,170556.468242
985.171009,240,170576.768885
1088.072052,240,170597.011185
1088.06174,240,170617.382722
1193.904994,240,170637.649893
986.83023,240,170657.942099
987.516765,240,170678.212773
888.798946,240,170698.517663
986.234055,240,170718.748521
988.499101,240,170739.009625
786.366138,240,170759.241762
1293.599106,240,170779.615788
1391.904624,240,170799.857776
784.682096,240,170820.213486
889.496642,240,170840.589054
1091.962926,240,170860.863549
1090.035169,240,170881.133639
1289.086711,240,170901.384587
784.297124,240,170921.677831
1083.621819,240,170942.005456
989.261379,240,170962.503557
1089.853185,240,170982.758951
1192.359507,240,171003.011348
1092.399315,240,171023.262174
885.091754,240,171043.537344
680.333969,240,171063.862076
1091.632943,240,171084.183434
784.566969,240,171104.461234
1182.918517,240,171124.9174
987.23068,240,171146.515515
1091.13518,240,171167.657665
888.711987,240,171187.920437
982.713451,240,171208.250304
888.320165,240,171228.512899
884.931576,240,171248.765038
1189.75826,240,171268.992215
988.403511,240,171289.271211
984.983785,240,171309.707221
883.781159,240,171329.985643
891.104721,240,171350.258021
992.752574,240,171370.777181
990.623143,240,171391.096603
887.926294,240,171411.332044
787.256785,240,171431.618662
888.533594,240,171451.865981
988.304773,240,171472.077869
887.392582,240,171492.314801
889.172372,240,171512.744992
989.685207,240,171532.983691
781.551981,240,171553.31342
887.215149,240,171573.591908
1091.100299,240,171593.837857
990.555658,240,171614.091917
989.916395,240,171634.353725
1188.876146,240,171654.648476
991.667102,240,171674.866024
1093.265135,240,171695.113848
783.719935,240,171715.372675
1193.136804,240,171735.682413
990.300415,240,171755.980223
986.541861,240,171776.297422
888.684897,240,171796.530371
990.672962,240,171816.861171
790.146828,240,171837.152801
988.119732,240,171857.672378
987.838397,240,171878.050178
1189.204019,240,171898.347321
988.846711,240,171918.620266
1191.120626,240,171938.863054
1191.229129,240,171959.126782
987.908425,240,171979.414709
1092.275716,240,171999.677436
885.208463,240,172019.890898
987.102909,240,172040.20711
890.30662,240,172060.558098
783.382177,240,172080.884247
889.122061,240,172101.106978
888.043487,240,172121.54149
1093.155744,240,172141.845864
890.358659,240,172162.191902
677.630403,240,172182.444784
779.807722,240,172202.714414
776.38099,240,172222.931607
884.94031,240,172243.164557
1091.578983,240,172263.566077
890.601585,240,172283.889433
991.711437,240,172304.103775
575.946794,240,172324.331329
787.079054,240,172344.582481
981.621203,240,172364.912622
886.925567,240,172385.171263
781.543297,240,172405.464745
888.321107,240,172426.424377
1194.838714,240,172447.54914
989.224081,240,172468.362635
992.211183,240,172488.727511
1191.063574,240,172510.39111
889.507776,240,172530.304661
1089.073912,240,172550.341171
987.80551,240,172571.315747
892.185325,240,172592.278919
985.33479,240,172613.429995
890.034133,240,172634.816806
988.020515,240,172656.546291
884.901049,240,172679.929546
1090.71263,240,172701.497279
1190.367451,240,172723.069322
981.913982,240,172744.317263
575.849352,240,172765.738637
890.417951,240,172786.999374
782.335002,240,172808.148515
986.193782,240,172829.178741
989.930111,240,172850.159167
885.09402,240,172871.146804
986.778319,240,172892.188519
787.227065,240,172913.286829
990.419314,240,172934.267371
881.540717,240,172955.401367
1091.517571,240,172976.766837
785.192435,240,172997.8894
683.531951,240,173018.736691
1091.310355,240,173039.372426
886.6107,240,173059.895076
887.358663,240,173080.471113
888.06271,240,173101.189616
1090.699676,240,173121.783017
883.705542,240,173142.369036
986.566665,240,173163.007692
1293.226582,240,173183.790411
886.079669,240,173204.484505
1194.287172,240,173225.099195
1087.16292,240,173245.697783
786.137228,240,173266.776626
1192.909509,240,173288.229092
783.566079,240,173309.22
1092.022281,240,173329.977753
1191.212155,240,173350.811576
991.461372,240,173371.896699
681.833943,240,173392.940913
882.950644,240,173413.924688
1090.662366,240,173434.683525
683.724737,240,173455.45831
1190.717682,240,173476.328005
888.209671,240,173497.075305
1086.029002,240,173517.964377
781.937842,240,173539.104274
992.244235,240,173560.366679
882.196472,240,173581.61945
1193.904061,240,173602.619827
777.315945,240,173623.425616
885.960637,240,173644.642991
883.653957,240,173665.692383
1189.979356,240,173686.788556
987.549837,240,173707.843197
783.882975,240,173728.743703
1088.579167,240,173749.670657
994.375134,240,173770.676961
1193.491576,240,173791.742732
784.012624,240,173812.58817
682.051948,240,173833.37208
1193.480507,240,173854.2581
781.042875,240,173875.194124
889.20666,240,173896.25668
784.375513,240,173917.530534
777.469092,240,173938.606188
1092.713093,240,173959.862608
785.020554,240,173980.908183
682.586078,240,174001.813878
1191.379201,240,174022.737082
887.368952,240,174043.775453
1191.661669,240,174064.953676
988.000242,240,174085.914368
887.465037,240,174107.063956
884.680676,240,174128.238979
992.561693,240,174149.281616
990.573832,240,174170.339911
1088.847334,240,174191.269566
1091.826669,240,174212.387831
986.56664,240,174233.408597
1187.411091,240,174254.383788
886.937846,240,174275.244099
886.838128,240,174296.188774
786.461487,240,174317.216027
987.689018,240,174338.279283
882.288427,240,174359.423657
890.380216,240,174380.319986
1194.169147,240,174401.39027
887.846628,240,174422.390302
784.332431,240,174443.347899
987.873017,240,174464.275076
989.003748,240,174485.602561
884.749411,240,174506.567017
990.568017,240,174527.625726
888.054028,240,174548.510092
785.463256,240,174569.286024
1086.360482,240,174590.061439
1192.25346,240,174610.82063
983.572057,240,174631.633044
992.403052,240,174652.458657
988.086258,240,174673.515838
988.375879,240,174694.566061
1088.278163,240,174715.633894
984.708727,240,174736.755209
993.351109,240,174757.850777
788.967668,240,174778.975095
1093.399424,240,174800.007075
1190.468734,240,174821.151654
787.231035,240,174842.191936
888.530321,240,174863.288974
683.418037,240,174884.402215
779.859188,240,174905.345776
888.68499,240,174926.474886
781.82993,240,174947.50963
1092.155911,240,174968.503204
991.680649,240,174989.482872
891.301643,240,175010.567982
1294.447134,240,175031.688236
987.592449,240,175052.756735
888.140739,240,175073.677672
1092.012304,240,175094.82509
888.481305,240,175115.844551
990.826483,240,175136.890071
890.100693,240,175157.845977
782.381246,240,175178.901691
785.568612,240,175200.102999
1093.688493,240,175221.108469
783.764013,240,175242.303027
788.490174,240,175263.469992
786.633694,240,175284.415681
985.576281,240,175305.525047
782.539792,240,175326.577455
887.948721,240,175348.026232
889.013689,240,175369.067127
1291.175092,240,175390.130418
1092.92003,240,175411.159459
1195.073527,240,175432.163747
784.004235,240,175453.249643
989.812396,240,175474.286147
787.771601,240,175495.333693
1189.656854,240,175516.255733
982.746876,240,175537.328918
889.365758,240,175558.61925
1287.340816,240,175579.886771
1090.051053,240,175600.854109
787.325681,240,175621.791807
882.409927,240,175642.885179
784.447353,240,175663.804285
988.315013,240,175684.738353
1090.048995,240,175705.766716
888.814335,240,175726.702545
987.920547,240,175747.607015
987.488292,240,175768.551237
1191.83277,240,175789.464883
786.69046,240,175810.430568
784.087428,240,175831.419383
682.063465,240,175852.405809
888.160382,240,175873.528029
1191.934333,240,175894.806937
882.156163,240,175915.975538
1089.380635,240,175937.231544
887.583512,240,175958.353921
1294.742747,240,175979.513856
991.082724,240,176000.49459
1292.523488,240,176021.521601
1092.478624,240,176042.275758
680.314261,240,176063.065698
886.698984,240,176083.853312
785.042798,240,176104.688734
1086.235973,240,176125.498909
784.802481,240,176146.32307
785.779278,240,176167.107049
787.629963,240,176187.875896
1395.30006,240,176208.729829
885.261417,240,176229.519096
893.717736,240,176250.33521
786.476854,240,176271.40942
1190.82774,240,176292.200437
880.349045,240,176313.295469
682.986676,240,176334.159596
987.466468,240,176354.977138
887.368491,240,176375.832158
1087.272788,240,176396.644527
884.057947,240,176417.609531
1293.757416,240,176438.360674
1091.44874,240,176459.141291
1187.468289,240,176479.961632
990.418719,240,176500.731189
1087.367062,240,176521.510778
1090.308321,240,176542.27657
575.861797,240,176563.284684
987.0902,240,176584.109434
887.40249,240,176604.908418
785.506578,240,176625.77359
784.563676,240,176646.542423
783.380253,240,176667.364825
993.219592,240,176688.151511
1087.900222,240,176708.919703
1087.763958,240,176729.743196
1092.026109,240,176750.514656
993.636871,240,176771.39365
888.317277,240,176792.19736
982.787141,240,176813.024161
783.208062,240,176833.824688
1189.627747,240,176854.699207
885.275846,240,176875.528705
1089.968599,240,176896.336512
1093.198541,240,176917.253185
1188.735786,240,176938.055783
1092.878049,240,176958.864854
888.443965,240,176979.681674
984.668453,240,177000.431622
681.146306,240,177021.20851
787.125896,240,177042.065608
683.684933,240,177062.904762
887.563596,240,177083.696892
1093.286157,240,177104.46821
990.087962,240,177125.272751
1194.022485,240,177146.070952
989.229063,240,177167.120973
887.023809,240,177188.145488
986.716127,240,177208.937928
990.891062,240,177229.697758
889.834464,240,177250.50812
787.527201,240,177271.304067
888.717324,240,177292.132441
988.309592,240,177312.945584
990.338939,240,177333.774238
1090.411669,240,177354.589093
989.12867,240,177375.424923
889.64955,240,177396.227514
1088.798492,240,177417.053069
1086.962376,240,177437.849371
992.024488,240,177458.660487
888.144286,240,177479.58088
1189.317721,240,177500.435383
887.291501,240,177521.226691
890.844528,240,177542.004984
1091.602706,240,177562.839289
890.71493,240,177583.649402
988.217007,240,177604.448167
1192.308986,240,177625.2276
679.962554,240,177646.046956
890.536921,240,177667.052164
1093.366239,240,177687.837499
987.573455,240,177708.645611
987.013668,240,177729.489188
1088.906846,240,177750.405478
